Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Iran, Islamic Rep.",IRN,..,7.13,8.39,8.57,8.68,8.24,8.73,9.14,9.12,8.78,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Iraq,IRQ,..,5.16,5.15,4.9,4.44,4.19,4.94,5.45,5.51,5.04,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Ireland,IRL,..,3.16,2.22,2,1.66,1.71,1.52,1.42,1.34,1.22,1.11,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Israel,ISR,..,4.05,3.06,2.84,2.93,2.81,2.66,2.61,2.48,2.45,2.34,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Italy,ITA,..,2.93,2.68,2.53,2.61,2.55,2.55,2.48,2.44,2.48,2.48,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Jamaica,JAM,..,5.89,4.02,3.89,3.87,4.23,3.87,4.26,4.41,3.6,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Japan,JPN,..,4.69,3.77,3.63,3.52,3.47,3.43,3.36,3.28,3.19,3.29,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Jordan,JOR,..,4.55,3.65,3.73,3.84,3.88,4.01,3.82,3.65,3.54,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Kazakhstan,KAZ,..,9.77,8.45,6.48,5.38,6.22,6.08,6.65,6.27,5.78,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Kenya,KEN,..,5.79,5.07,5.25,5.47,5.4,5.38,5.24,5.08,5.12,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Kiribati,KIR,..,5.71,6.14,6.32,5.97,5.78,6.77,6.47,6.54,6.48,6.38,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Korea, Dem. People's Rep.",PRK,..,7.23,3.64,3.94,3.18,3.55,6.07,5.71,6.21,5.96,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Korea, Rep.",KOR,..,7.24,5.92,5.83,5.76,5.8,5.62,5.45,5.3,5.27,5.32,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Kuwait,KWT,..,6.91,5.57,5.68,7.08,7.3,7.18,6.99,7.39,8.47,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Kyrgyz Republic,KGZ,..,6.44,6.16,6.21,5.82,5.41,5.15,5.88,4.96,5.09,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Lao PDR,LAO,..,3.79,2.98,2.93,3.83,4.75,4.9,4.7,4.35,4.33,4.28,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Latvia,LVA,..,5.22,3.65,3.59,3.39,3.31,3.31,3.35,3.16,3.14,3.14,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Lebanon,LBN,..,3.76,2.89,3,3.28,3.33,3.5,3.36,3.63,3.98,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Lesotho,LSO,..,13.95,9.32,9.15,8.28,7.81,8.38,8.08,7.92,8.06,10.46,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Liberia,LBR,..,9.73,11.41,11.48,11.17,11.8,12.64,11.93,13.76,14.02,13.21,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Libya,LBY,..,4.73,4.68,8,6.48,6.52,4.75,4.31,6.33,6.06,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Lithuania,LTU,..,6.17,3.45,3.34,3.3,3.3,3.31,3.22,3.07,3.01,2.98,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Luxembourg,LUX,..,3.24,2.71,2.54,2.42,2.28,2.3,2.33,2.29,2.02,2,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Macao SAR, China",MAC,..,1.08,0.35,0.42,0.59,0.61,0.59,0.48,0.5,0.97,0.85,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Madagascar,MDG,..,6.07,6.7,7.02,7.4,7.86,8.03,8.5,8.56,9.4,9.46,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Malawi,MWI,..,5.2,3.56,3.33,3.31,3.3,3.18,3.26,3.12,3.16,2.95,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Malaysia,MYS,..,5.48,5.38,5.18,4.72,4.69,4.28,4.5,4.44,4.51,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Maldives,MDV,..,1.74,2.22,2.47,2.34,2.47,2.42,2.56,2.69,3.42,3.11,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mali,MLI,..,4.82,5.58,5.45,5.24,5.33,5.27,5.13,5.15,5.42,5.31,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Malta,MLT,..,2.64,2.15,2.01,1.52,1.36,1.39,1.32,1.33,1.38,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Marshall Islands,MHL,..,9.35,10.5,10.72,10.73,10.63,10.49,10.24,9.64,9.72,9.93,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mauritania,MRT,..,2.55,2.58,2.81,3,2.73,3.11,3.25,3.17,3.41,3.42,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mauritius,MUS,..,3,2.44,2.4,2.39,2.3,2.25,2.15,2.13,2.21,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mexico,MEX,..,3.6,3.64,3.47,3.3,3.21,3.07,3.06,3.04,3.21,3.26,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Micronesia, Fed. Sts.",FSM,..,7.2,5.5,5.74,5.67,5.71,5.54,5.58,5.53,5.58,5.7,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Moldova,MDA,..,8.14,5.05,5.19,5.29,5.19,5.02,5.09,4.82,5.08,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mongolia,MNG,..,9.25,7.2,6.87,5.9,6.21,6.05,6.31,6.92,6.64,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Montenegro,MNE,..,..,3.8,3.64,3.68,3.47,3.48,3.42,3.4,3.76,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Morocco,MAR,..,3.63,3.36,3.32,3.25,3.23,3.24,3.18,3.33,3.36,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mozambique,MOZ,..,26.91,13.89,13.38,12.95,12.68,12.29,12.05,11.9,11.79,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Myanmar,MMR,..,12.13,3.92,3.97,3.97,3.85,4.18,3.95,3.7,3.59,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Namibia,NAM,..,3.58,3.39,3.31,3.28,3.38,3.42,3.45,3.48,3.51,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Nauru,NRU,..,17.4,6.05,5.13,5.38,5.03,5.68,5.16,5.06,5.09,5.31,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Nepal,NPL,..,6.84,5.86,5.72,5.47,5.93,5.76,5.68,5.24,5.69,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Netherlands,NLD,..,4.15,3.64,3.38,3.39,3.38,3.31,3.17,3.04,3.06,2.98,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,New Caledonia,NCL,..,7.9,11.61,14.19,13.54,14.73,14.49,15.05,14.27,14.09,11.87,..
